证据ID,候选ID,问题ID,采集轮次,来源阶段,POI名称,小红书帖子ID,标题,URL,帖子正文,命中名称,帖子类型候选,帖子类型审核,证据片段,证据审核状态,审核备注
EV-C535F3BBAFCA17A5,POICAND-30241B4F6122331F,GYTRAVEL-HV-20260916-0025,1,20260916_贵阳高价值POI精确补采,大胖刘烙锅(青云市集店),6a5369ce000000000702e148,贵州必吃❓大胖刘烙锅大测评（真话版）,https://www.xiaohongshu.com/explore/6a5369ce000000000702e148?xsec_token_redacted=1&xsec_source=pc_dots,"到贵阳第一天选择了这家很有名的烙锅
我们人数比较多所以提前打电话取号了但到了还是排了很久
生意真的很好，大桌比较少所以翻桌很慢

调料台还是比较丰富的，能符合各种口味的朋友自己diy调料
zui喜欢的是🈶炸蒜、脆哨、香辣脆这些，作为一个爱吃🌶️的浙江人哪里能拒绝的了啊啊[色色R][色色R]一个小料盘根本不够放呐
中间还有特调的蘸水，选了酸汤的，比自己调的要好吃多啦~

团了一个套餐，基本上该有的都有了，吃上发现其实根本不用拿太多调料噜，因为肉类本身就是腌制过的，所以咸淡已经刚刚好了~腌的也都是非常的入味[哇R][哇R]包蒜片生菜一口一个真的不要太美味[色色R][色色R][色色R]

✅安顺小肠
✅洋芋粑
✅秘制坨坨肉
✅鲜切牛肋条
✅盐菜脆哨饭

唯一就是吃到后面觉得太油了，越吃越油，尤其是锅边那一块[失望R][失望R]很需要蔬菜配着吃解解腻[笑哭R][笑哭R]

#贵州旅游[话题]# #贵州必吃榜[话题]# #贵阳必吃榜[话题]# #贵阳美食[话题]# #大胖刘烙锅[话题]# #贵阳烙锅[话题]# #贵阳美食测评[话题]#",大胖刘烙锅,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-CDFD842A9735C66D,POICAND-30241B4F6122331F,GYTRAVEL-HV-20260916-0025,1,20260916_贵阳高价值POI精确补采,大胖刘烙锅(青云市集店),6a5864440000000001030616,贵阳探店｜大胖刘烙锅,https://www.xiaohongshu.com/explore/6a5864440000000001030616?xsec_token_redacted=1&xsec_source=pc_dots,"位置：贵阳民生路走到底往左边走一百米左右
环境：就是普通小店的摆设，当时坐在靠厨房的位置，比较热
菜品：
安顺小肠
小肉肠
贵州土黄牛肉
炒三丝（椰菜花，土豆丝，苕皮）
小白和小青（豆芽炒韭菜）
🌸其实就是小炒，然后放到烙锅上面热着，多人的时候上菜比较慢，放上去的菜都焦了下一道还没来。个人感觉无功无过，平平无奇。人均50-60左右，酸汤蘸水也吃不太习惯，主打就是一个体验。
#贵阳[话题]# #贵阳旅游[话题]# #探店[话题]##烙锅[话题]# #美食测评[话题]# #洋芋国[话题]# #记录[话题]# #蘸水[话题]#",大胖刘烙锅,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-3842F33706C45827,POICAND-30241B4F6122331F,GYTRAVEL-HV-20260916-0025,1,20260916_贵阳高价值POI精确补采,大胖刘烙锅(青云市集店),6a7885690000000029030487,贵阳 - 大胖刘烙锅！！（自己感受叠甲,https://www.xiaohongshu.com/explore/6a7885690000000029030487?xsec_token_redacted=1&xsec_source=pc_dots,"📍大胖刘烙锅（本人外地觉得就像烤肉
💰入手tuan够套餐，定价便宜性价比很高。后续额外加了两道菜，还多点一份米饭，反倒点超了食量。顺带一提店内的米饭有一股糊味，我们吃不习惯。
🥘菜品口味
烙锅烤制素菜格外入味，私心最爱小瓜，烙软之后清甜爽口，整桌最佳。
⚠️两款蘸水差别很大
锅中央配套的蘸水厚重糊味明显，依旧吃不惯
自助调料区可以自行调配蘸水，酸辣爽口很开胃，比较适配我们。
#贵阳[话题]# #大胖刘烙锅[话题]# #烙锅[话题]# #贵州美食[话题]# #贵阳美食[话题]# #大胖刘美食[话题]# #贵州烙锅[话题]# #美食[话题]# #烤肉[话题]# #贵阳旅游[话题]#",大胖刘烙锅,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-42204CC5DF0A692A,POICAND-30241B4F6122331F,GYTRAVEL-HV-20260916-0025,1,20260916_贵阳高价值POI精确补采,大胖刘烙锅(青云市集店),6a7b28c6000000003302c620,#贵阳旅游[话题]# 青云市集大胖刘烙锅那家人超级多，排队好久才吃到，服务员很不,https://www.xiaohongshu.com/explore/6a7b28c6000000003302c620?xsec_token_redacted=1&xsec_source=pc_dots,#贵阳旅游[话题]# 青云市集大胖刘烙锅那家人超级多，排队好久才吃到，服务员很不耐烦的样子。等烙锅的时候吃的冰浆，就在对面，好吃，芒果味的一般吧。豆花烤鱼是吃完烙锅觉得没饱，不吃烤鱼不甘心，就下去吃了一条嘻嘻。蛋包洋芋好吃好吃。没做攻略猴子没咋看到，就这一只，有点小遗憾～,大胖刘烙锅,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-E2404616B1C95A28,POICAND-30241B4F6122331F,GYTRAVEL-HV-20260916-0025,1,20260916_贵阳高价值POI精确补采,大胖刘烙锅(青云市集店),6a7d617100000000250054c3,避雷青云市集大胖刘烙锅,https://www.xiaohongshu.com/explore/6a7d617100000000250054c3?xsec_token_redacted=1&xsec_source=pc_dots,#青云市集[话题]# #大胖刘烙锅[话题]# #避雷[话题]# #避雷帖[话题]# #贵阳[话题]# #旅游[话题]# 中午十一点营业的店，我提前一个多小时就去侯着，我是整个店里第一桌客人，我单点的餐，等到十一点开始营业了陆陆续续人都来了，结果我第一桌来的就给我上了一盘吊龙吊着，别的桌都围上一圈了，我找服务员服务员说别人都买的套餐，套餐一锅出好出，那我这么早来算啥，我单点的也是你们店招牌啊，就让客人这么等着是呗，给我们晾那也没个人管，肉都糊了，既然这样干脆全上团购好了就不要搞单点啊，我们单点的活该等那么久呗,大胖刘烙锅,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-9887F94BD2006494,POICAND-30241B4F6122331F,GYTRAVEL-HV-20260916-0025,1,20260916_贵阳高价值POI精确补采,大胖刘烙锅(青云市集店),6a848cac000000002c005f86,青云市集,https://www.xiaohongshu.com/explore/6a848cac000000002c005f86?xsec_token_redacted=1&xsec_source=pc_dots,"大胖刘烙锅吃了
胡姥陆铁签牛肉吃了
巧八角冰浆吃了
糯米饭吃了
文创买了
最后，猜猜我买的哪只兔子
遗憾没找到雀亦家
#本地特色街区[话题]#",大胖刘烙锅,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-FE789546A0493D80,POICAND-30241B4F6122331F,GYTRAVEL-HV-20260916-0025,1,20260916_贵阳高价值POI精确补采,大胖刘烙锅(青云市集店),6a867bb50000000023002560,贵阳土著私藏！这家烙锅真的香迷糊✨,https://www.xiaohongshu.com/explore/6a867bb50000000023002560?xsec_token_redacted=1&xsec_source=pc_dots,"来贵阳旅游一定要冲大胖刘烙锅🔥
已经N次带朋友过来打卡
吃过的基本都被圈粉✨

秘制牛肉烙得滋滋冒油，裹满活油蘸水🌶️
一口下去太安逸咯～
还有安顺小肠外焦里糯，一口爆汁👍上头。
爆浆黑豆腐软软糯糯，洋芋片烙到两面焦黄，外脆里糯。再来一碗老贵阳盐菜脆哨炒饭，碳水快乐直接拉满。

灵魂活油蘸水才是烙锅精髓🤤
什么菜滚一圈都巨入味。
人均几十就能吃到爽，来贵阳别只顾逛景点
一定要来感受地道烙锅的快乐！

📍大胖刘烙锅煤矿村全国总店

#烙锅[话题]# #贵阳美食[话题]# #贵阳烙锅天花板[话题]# #贵阳旅游[话题]# #本地人私藏烙锅店[话题]##万物皆可烙[话题]# #贵阳[话题]# #美食[话题]#",大胖刘烙锅,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-82DFB3C11AED73C5,POICAND-30241B4F6122331F,GYTRAVEL-HV-20260916-0025,1,20260916_贵阳高价值POI精确补采,大胖刘烙锅(青云市集店),6a941b4b000000000303f325,贵阳 📱 24h吃喝记录,https://www.xiaohongshu.com/explore/6a941b4b000000000303f325?xsec_token_redacted=1&xsec_source=pc_dots,"1️⃣Gooncoffee
来贵阳两次喝的最便宜的一家咖，小小的社区店但是看得出蛮用心的，果咖和特调都还挺好喝的
2️⃣ 金顶山小耳朵清水烫
来贵阳的第一顿都来吃了清水烫，是真的便宜又好吃！冰浆一定要点，比很多店里的都要好吃。他家缺点就是饭点需要排队！
3️⃣ 自野YET+
阿云朵仓里的一家没那么顶流的咖，所以价格也相对没那么顶流，浅烘豆的美式味道还可以
4️⃣阿云朵仓
贵阳的文创园区，晚上很多人散步，白天逛应该会挺不错的
5️⃣玉珍酸笋酸汤火锅
本地朋友带来吃的这家也超好吃，第一次尝试酸笋酸汤，味道会比普通酸汤更浓郁，炸茄子也很好吃！缺点就是吃完整个人都是酸笋味，而且饭点超多人
6️⃣ASPIR雀亦
很有意思的一家店，文艺又不失本地风韵
7️⃣青云市集
前面部分和各大城市的步行街&美食街大同小异，可以往里面的梧桐街里逛，有很多有意思的小店

❌大胖刘烙锅
在青云市集旁吃的这家是一致认为一点都不好吃的一家，而且基本无服务，店里地板桌子都是油腻腻的

#吃吃喝喝走走停停[话题]# #咖啡店日常[话题]#
#周末吃吃喝喝[话题]# #随心所欲之美食记[话题]#
#贵阳美食[话题]# #贵阳探店[话题]#",大胖刘烙锅,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-14592ABF06B7D927,POICAND-30241B4F6122331F,GYTRAVEL-HV-20260916-0025,1,20260916_贵阳高价值POI精确补采,大胖刘烙锅(青云市集店),6aa17c490000000026009f69,Day1   天津✈️贵阳,https://www.xiaohongshu.com/explore/6aa17c490000000026009f69?xsec_token_redacted=1&xsec_source=pc_dots,"贵阳初游攻略｜交通+美食+游玩点位

🚗行程：天津直飞贵阳，9点起飞🛫，12.10分落地贵阳，正式开启4天3晚贵州之旅
🏨住宿｜亚朵酒店大十字喷水池店
500/晚，2025年新开业，房间整洁，设施很新。
出来旅行基本都住亚朵🥳很舒服，不踩雷。
🌿游玩打卡
▪️贵州博物馆：免费又好逛，需要提前预约。展厅干净高级，随手拍都是氛围感大片。
▪️青云市集：打卡拍照圣地，好吃好逛好买。
🛍️伴手礼买买买
▪️甲秀楼：夜晚人山人海，简单打卡拍照就走
时间充裕的话还可去白宫、青岩古镇

第一天🍜美食推荐
▪️午餐：陈氏人家豆米火锅（喷水池店）
2人餐选的微辣锅，精髓应该是汤底加了很多豆子，随着涮煮越来越浓稠，香浓的豆泥会贴在食材上，非常美味，捣碎在米饭里吃更是好吃的令人感动😋
周边地摊小吃也很多，可以尝试
▪️晚餐：大胖刘烙锅（青云市集店）
一锅可以搭配多种食材，五花肉煎得油润入味，活油蘸水是灵魂，安顺小肠味道一绝！
🧋饮品｜
▪️去茶山：芭乐生椰贵州铜仁抹茶
颜值很高，抹茶味很浓郁很香，单喝茶水会觉得味道刚刚好，不会很甜。
▪️冰浆：点的黄瓜和巨峰葡萄口味，口味来说都很清爽解腻，花生碎可以多要，味道很浓郁
饭后回喷水池周边散步，感受贵阳市井氛围，悠闲又舒服～
第一天不用赶行程，慢慢感受贵阳烟火气
☺️期待明天黄果树瀑布
💡 游玩小贴士
1. 贵阳多山路，记得穿舒适平底鞋！我们来了多半天就上万步了🥲
#贵阳[话题]##贵阳美食[话题]# #贵阳旅游[话题]# #贵阳拍照打卡[话题]# #去哪儿玩儿[话题]# #贵阳酒店[话题]# #贵阳旅游攻略[话题]# #贵阳吃喝玩乐[话题]# #期待下一次旅行吧[话题]# #短暂的旅途[话题]#",大胖刘烙锅(青云市集店,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-E21B8D1D1F3D4867,POICAND-30241B4F6122331F,GYTRAVEL-HV-20260916-0025,1,20260916_贵阳高价值POI精确补采,大胖刘烙锅(青云市集店),6aaa8275000000002a0268a9,外地游客在贵州胖十斤！大胖刘烙锅,https://www.xiaohongshu.com/explore/6aaa8275000000002a0268a9?xsec_token_redacted=1&xsec_source=pc_dots,"逛完贵博本来一点都不饿，
只想在青云市集随便浅逛一下小吃。
结果刚走进市集，
扑面而来的烟火气直接把我和小陈勾走[笑哭R]
二话不说直接钻进大胖刘烙锅！

烙锅和中午吃的君君牛肉火锅完全是两种画风
烙锅是焦香入味！
食材在锅边慢慢煎烤，油脂把香味彻底激发出来，巨上头！
在杭州也吃过野三丝烙锅（以前帖子点评过）
对比下来大胖刘没那家重油重腻！

蘸水台直接刷新认知！[赞R]
各种辣椒粉、干碟、调好的秘制蘸水琳琅满目，
贵州蘸水果然名不虚传！
我们直接团了套餐，额外加单鱿鱼脚、土豆片等等
全场最佳必须是安顺小肠
煎得外焦里嫩，油香十足但一点不腻，咬一口直接封神！！

店对面就是巧八角冰浆
冰爽清甜的冰浆配上热气腾腾的烙锅，
冰火两重天直接锁死！妥妥的烙锅专属搭子
（温馨提示：肠胃敏感的宝子别吃太撑，冷热交替容易闹肚子）

💡游客真实小吐槽&建议
图三左下角的秘制蘸水默认加了折耳根！！
店家没有标注，我们一开始拿鱿鱼脚蘸着吃，
还纳闷怎么莫名有腥味，后面才发现是折耳根的锅😭
建议店家可以标注一下！欣赏不来折耳根的外地游客真的会猝不及防踩雷！
整体评价还是挺好的，作为外地游客给到“夯”！

#贵州烙锅[话题]# #青云市集[话题]# #贵州菜[话题]# #贵阳美食[话题]# #贵阳吃喝玩乐[话题]# #大胖刘烙锅[话题]# #烙锅[话题]# #贵阳探店[话题]#",大胖刘烙锅,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-2CD0CC43A2A61214,POICAND-97EF9F16A76A0345,GYTRAVEL-HV-20260916-0006,1,20260916_贵阳高价值POI精确补采,大虎老火锅(博爱路店),6a6ef1fa0000000008011f02,吃火锅啦🍲 贵阳！你真的把我养的很好！！,https://www.xiaohongshu.com/explore/6a6ef1fa0000000008011f02?xsec_token_redacted=1&xsec_source=pc_dots,"不用去重庆就能吃到好吃的重庆火锅！！
没有大虎我真的不行🥹！！

装修风格太时髦了！
工业风灰白色砖墙搭配渐变霓虹灯光
标志性DaHú视觉元素高级又吸睛
「花椒柠檬茶」🍋
一定要点的特色饮品！
清新柠檬香气混着淡淡的花椒微麻
酸甜清爽刚好中和锅底的辣味
解腻又解辣🌶️
还有我最爱的必点！「黑虎虾滑」
进店必点招牌单品！纯手工现打的黑虎虾滑
用料扎实看得见 满满大颗虾肉颗粒
下锅煮熟之后Q弹紧实 鲜甜鲜甜的！
裹上满满的红油汤汁 一口下去全是虾肉鲜味儿
每次来必点两份才过瘾🤤
搭配卤鸡爪、嫩牛肉、毛肚各类鲜切菜品
从环境到口味都很在线！！
来自一位DàHú忠实粉丝的真实分享！！！😋

📍店名：大虎老火锅（博爱路店）

#贵阳探店[话题]# #贵阳拍照[话题]# #甜妹拍照[话题]# #一起出门吃火锅[话题]# #贵阳吃喝玩乐[话题]# #火锅脑袋一整个大满足[话题]# #贵州旅游[话题]# #甜妹[话题]# #生活随手记[话题]# #日常拍照[话题]#",大虎老火锅(博爱路店,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-56C4E5207572D919,POICAND-97EF9F16A76A0345,GYTRAVEL-HV-20260916-0006,1,20260916_贵阳高价值POI精确补采,大虎老火锅(博爱路店),6a6f289f0000000026034d5c,吃火锅店变了吗     一起吃火锅的人还在吗,https://www.xiaohongshu.com/explore/6a6f289f0000000026034d5c?xsec_token_redacted=1&xsec_source=pc_dots,"大虎DaHú.｜🍲

常约朋友过来吃的火锅店，整体口味偏向重庆老火锅，品牌不止国内重庆、贵阳有门店，海外也有分店，算是走出国门的老火锅。

店里黄油啤酒值得一试，奶盖绵密，口感层次丰富。

耙鸡爪卤香很足，下锅之后肉质软糯；黑虎虾滑虾肉扎实，
嫩肉片、鲜毛肚、咸蛋黄贡菜丸子，几样菜体验都不错，可以随心点。
环境是酷感工业风，店内位置宽敞，朋友小聚很合适。

在贵阳想吃重庆风味火锅，可以过来感受一下。

📍大虎老火锅（博爱路店）

#贵阳美食[话题]##大虎老火锅[话题]##贵阳老火锅[话题]# #贵阳朋友聚餐[话题]#  #贵阳吃喝玩乐[话题]#",大虎老火锅(博爱路店,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
