行政区,POI业务类型,POI名称,外文/地图名,POI细分类型,地理位置描述,引用小红书帖子数,名称直接命中帖子数（非热度）,现库匹配状态,现库匹配记录,固定实体审核,最终处理结论,适合人群,主要到访/入住理由,证据样例标题,证据样例URL,重要口径
春蓬府,餐饮美食,Sook Samoer Fish Head Hot Pot,Sook Samoer Fish Head Hot Pot,鱼肉料理,市区,41,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,鱼肉爱好者,"鱼肉沙拉酱好吃,鱼籽汤酸辣开胃,店员英语不好",🇹🇭小众旅行地➡️春蓬，榴莲爱好者速来,https://www.xiaohongshu.com/explore/683b202d000000002102cc1b?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,餐饮美食,มัทรี วัลเลย์ Restaurant & Cafe',มัทรี วัลเลย์ Restaurant&Cafe,景观咖啡馆兼餐厅,Khao Matsee观景台附近,41,3,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,亲子/观景游客,"院子养乌龟/山羊/兔子,可俯瞰春蓬全景,人均200-250泰铢","未被“网红化”的泰国/春蓬府
🇹🇭春蓬｜三天三夜吃喝住行全攻略
泰国春蓬🇹🇭山顶的绝美咖啡馆+动物园","https://www.xiaohongshu.com/explore/69c11256000000002301534c?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69a82d160000000022023db8?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68a18b77000000001d01b531?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,购物商业,春蓬夜市,Chumphon Night Market,夜市,Aphakornkiatiwong Park公园门口,41,3,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,美食爱好者,"水果摊莲雾60泰铢/kg,榴莲100泰铢/kg,没啥踩雷","未被“网红化”的泰国/春蓬府
🇹🇭春蓬｜三天三夜吃喝住行全攻略
泰国小众地春蓬🇹🇭千字旅游攻略真心大放送","https://www.xiaohongshu.com/explore/69c11256000000002301534c?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69a82d160000000022023db8?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/65df30730000000003036527?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,购物商业,BIG ONE superstore,BIG ONE superstore,超市,市区,41,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,购物,"又便宜又好,特产40-60泰铢/袋,旁边有无名餐厅",🇹🇭春蓬｜三天三夜吃喝住行全攻略,https://www.xiaohongshu.com/explore/69a82d160000000022023db8?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,购物商业,Chumphon Food Market,Chumphon Food Market,菜市场,市区,41,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,买水果/本地体验,"榴莲60泰铢/kg(约13元人民币),早上去较好","🇹🇭小众旅行地➡️春蓬，榴莲爱好者速来
我竟然吃到了7块钱一斤的榴莲","https://www.xiaohongshu.com/explore/683b202d000000002102cc1b?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6838707e000000002101b9d1?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,购物商业,Chumphon Public Market,Chumphon Public Market,公共市场,市区,41,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,买水果/本地体验,"与Food Market相隔不远,价格相似",🇹🇭小众旅行地➡️春蓬，榴莲爱好者速来,https://www.xiaohongshu.com/explore/683b202d000000002102cc1b?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,购物商业,Ocean Mall,Ocean Mall,商场,火车站附近,41,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,购物/逛街,"商场里有Big One超市,可买特产",春蓬不止是中转站，军舰火车美食在等你,https://www.xiaohongshu.com/explore/6a67f142000000001d00cffe?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,购物商业,Ruam Charoen Market,Ruam charoen market,本地市场,离市区较远,41,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,买榴莲/本地体验,"非常便宜,榴莲要早点去不然卖光收摊",泰国小众地春蓬🇹🇭千字旅游攻略真心大放送,https://www.xiaohongshu.com/explore/65df30730000000003036527?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,交通服务,春蓬火车站,Chumphon Railway Station,火车站,市区,41,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,中转游客,"有小火车站,有退役火车头可看,去码头皮卡车150泰铢/人30分钟",春蓬火车站到春蓬码头（150🐷，皮卡车）,https://www.xiaohongshu.com/explore/6704598a000000002c016b0e?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,交通服务,春蓬机场,Chumphon Airport,机场,市区附近,41,3,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,飞机抵达/离开,"迷你机场一天1-3航班,有minibus去市区300泰铢/人,约半小时一班","【泰国春蓬至龟岛出行全攻略】深度解析，避免
🇹🇭春蓬｜比苏梅更安静的度假天堂💙
我终于知道为什么涛岛的中国人那么少了","https://www.xiaohongshu.com/explore/66bcc3b80000000005021ecc?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68f233610000000005000e10?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/66a5c3870000000009016513?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,交通服务,春蓬码头,Chumphon Pier (Lomprayah),码头,市区附近,41,4,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,涛岛中转,"Lomprayah公司码头,去涛岛/苏梅岛,船票750泰铢,等船近3小时有室外躺椅","春蓬火车站到春蓬码头（150🐷，皮卡车）
从曼谷苏万那普机场坐火车到涛岛的行程
我终于知道为什么涛岛的中国人那么少了
春蓬🌴🌊","https://www.xiaohongshu.com/explore/6704598a000000002c016b0e?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6664eaef0000000006006e08?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/66a5c3870000000009016513?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/67d94b50000000001b03e2e6?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,交通服务,曼谷新火车站,Bangkok New Railway Station,火车站,曼谷,41,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,火车中转,"去春蓬的火车在此乘车,有卧铺单间,19:50检票上车约6小时到春蓬",从曼谷苏万那普机场坐火车到涛岛的行程,https://www.xiaohongshu.com/explore/6664eaef0000000006006e08?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,景点观光,通瓦兰沙滩,Thong Wa Lan Beach,海滩,Cleanwave Resort门口,41,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,躺平/赶海,"干净人少,可赶海挖螃蟹,看日出",🇹🇭春蓬｜三天三夜吃喝住行全攻略,https://www.xiaohongshu.com/explore/69a82d160000000022023db8?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,景点观光,Ao Bo Mao Bay,Ao Bo Mao Bay,海湾,距市中心33km,41,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,亲子/游泳,"海湾浅浪小特别适合孩子游泳,沙滩有一些沙蝇",泰国春蓬自驾〡小众海边高性价比民宿,https://www.xiaohongshu.com/explore/6a915691000000002503d06b?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,景点观光,Khao Matri View Point,Khao Matri View Point/Khao Matsee View Point,山顶观景台,市区附近山上,41,3,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,观景/拍照,"可俯瞰春蓬全景,骑摩托车上山风光好,有佛像可拜拜","未被“网红化”的泰国/春蓬府
泰南春蓬
泰国春蓬🇹🇭山顶的绝美咖啡馆+动物园","https://www.xiaohongshu.com/explore/69c11256000000002301534c?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a7d3913000000003300bca7?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68a18b77000000001d01b531?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,景点观光,Pak Nam Chumphon Beach,Pak Nam Chumphon Beach ชายทะเลปากน้ําชุมพร,海滩,市区附近,41,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,看日落/散步,"可玩水看日落,海水较干净",未被“网红化”的泰国/春蓬府,https://www.xiaohongshu.com/explore/69c11256000000002301534c?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,景点观光,Saphli Beach,Saphli Beach,海滩,秘境度假村附近,41,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,躺平/安静度假,"宁静闲适,偶有晒太阳遛狗的,可看球喝酒吹海风",春蓬一日躺平游记,https://www.xiaohongshu.com/explore/69885dbc0000000028008846?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,景点观光,Suspension Bridge - Deer,Suspension Bridge - Deer สะพานชมกวาง,麋鹿公园,市区附近,41,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,亲子/动物爱好者,"免门票,可喂麋鹿(香蕉20泰铢/串),公园也卖香蕉","🇹🇭春蓬｜三天三夜吃喝住行全攻略
泰南春蓬","https://www.xiaohongshu.com/explore/69a82d160000000022023db8?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a7d3913000000003300bca7?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,景点观光,Tham Than Nam Lot,Tham Than Nam Lot,天门山/洞穴,距曼谷6小时车程,41,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,探险/自然爱好者,"海拔500米云海日出,天然天门岩石拱门,佛像,洞穴探险约2公里,需爬700-900级台阶",泰国版天门山｜云海仙境在春蓬,https://www.xiaohongshu.com/explore/690ac3a00000000005038ccb?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,景点观光,南园岛,Nang Yuan Island,海岛海滩与水上,涛岛附近,41,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,浮潜/一日游,"涛岛边小岛,浮潜点之一","🇹🇭被欧美人占领的宝藏小岛🏝️涛岛怎么玩
从曼谷苏万那普机场坐火车到涛岛的行程","https://www.xiaohongshu.com/explore/6a81773b00000000330371f7?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6664eaef0000000006006e08?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,交通服务,涛岛码头,Koh Tao Pier,码头与渡轮,涛岛,41,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,潜水/海岛游客,"船票需在Lomprayah官网或淘宝预订,有餐厅和休息区,等船时可喝果汁","【泰国春蓬至龟岛出行全攻略】深度解析，避免
我终于知道为什么涛岛的中国人那么少了","https://www.xiaohongshu.com/explore/66bcc3b80000000005021ecc?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/66a5c3870000000009016513?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,康养SPA,วันสุข นวดเพื่อสุขภาพ สาขา1,วันสุข นวดเพื่อสุขภาพ สาขา1,按摩店,市区,41,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,放松/按摩,"250泰铢/小时,试了几家最舒服价格合理",🇹🇭春蓬｜三天三夜吃喝住行全攻略,https://www.xiaohongshu.com/explore/69a82d160000000022023db8?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,住宿酒店,蓝坦海滩民宿,แหลมแท่นโฮมบีช รีสอร์ท,海湾民宿,"Ao Bo Mao Bay,距市中心33km",41,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,亲子/自驾游客,"海湾浅浪小适合游泳,景色价格综合最优(1200泰铢/晚含早)",泰国春蓬自驾〡小众海边高性价比民宿,https://www.xiaohongshu.com/explore/6a915691000000002503d06b?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
